user_name,rating,date,review
Ibrahim Nadir Bux,2,2025-10-27 00:12:43,After maintenance the game being played with a strong network connection actually freezes on multiple occasions and lost of trophies overall game is actually good but I would love to give it a 5 star but actually with a few bugs like playing the game with a strong network connection is just freezes that's not on wonder who will take accountability for the loses of trophies when players work hard to get up to reach their goals and how will you'll resolve the issue!!!!!
Harvey K,1,2025-11-02 06:53:55,"Well then. Time for my 2 cents. The people are correct; this game is heavily P2W. The issue is the matchmaking. My friends and I decided to run through the code. Oftentimes, the game scans your deck and finds the best counter deck to heavily reduce your chances of winning. So, if you REALLY wanted to you could make a stand."
Jorge Morales,1,2025-10-29 16:20:23,"I feel like this game just went from a skill level base of gameplay to a pay to win gameplay. Im on arena 21 and from here I feel like it's obligatory to spend money to get to the next arena, I just go against non stop level 15 players while I only have 2 cards at level 14, and even if I tried to switch decks it's only worse since they are even lower level, I don't know if the problem is skill issue or it's just genuinely bc I need to spend on microtransactions."
Viktor Jankuloski,1,2025-10-22 21:32:16,"clash royale is a money grab, after a win I get paired up with someone twice the level that my cards are. I try gaining trophies and getting to higher arenas but it's impossible. Because of this the game has become so infuriating and irritating. I have no intention on playing anymore"
TheBlueMokeOnVR GTAG,4,2025-10-20 02:25:43,Clash is a VERY fun game. But one thing is not being too confusing with all these other things going on. I'm a new player and this game is really fun. It is just the lack of f2p features and how the games setup is kind of confusing
Bhuvan Kapatia,1,2025-10-26 21:27:30,"one of the worst things I find about this game is how it is just centered around if u pay them money u win if u don't u will have the WORST experience ever , I mean sure the gameplay is good but they don't do anything for the free to play players and progress in this game takes super long if u don't buy the shop deals and the community has become so toxic and they encourage this behaviour because every evolution is available in the shop but me, a player Playing for 2+ years has just gotten 3"
L Galliano,1,2025-09-16 03:07:14,"Easily the most pay to win game I've ever played. You can win every battle you play for you just pay instead of actually being good. Not only is it crazily pay 2 win, but being free to play is impossible. I'm a free to play player myself, and I can tell you that it is almost impossible to compete with people who pay. After they added level 15 and evolutions, it became even worse. It takes years of constant playing to get 1 or 2 decks to level 15 as a f2p player, and getting an Evo takes 6 months"
Carmelo Ildefonso,5,2025-11-04 12:03:58,"No matter how many times I take a hiatus, I just keep coming back to this game. It's one of the only games on Android that, as truly advertised, has no ads and great gameplay, just straight up chesslike PvP tower defense goodness. Too much fun for its own good."
Corey A,1,2025-10-21 06:20:33,at first I thought the game was fun and actually a Pvp game but I now realize it isn't at all. I first noticed how my meter was moving as slow as molasses while the other player was pumping out so fast and I mean heavy hitters not just a bunch of 1 or 2s. then the one game I played took all the doubt away. I was playing a game and we all have a max of 10 and in less than 10 sec they came with a mega knight (6) bats (2) a second mega knight (6) and a sparky (6) mathematically impossible.
Simon Ross,1,2025-10-20 11:02:31,"One of the sweatiest communities in all of the games I've played. The game is extremely pay to play. Plenty of characters and the gameplay is good but the sweats that have no life outside of this game, pay to win players that have everything maxed out so even a skeleton one taps, and toxic players that spam emotes they paid way too much for make it near unplayable."
